Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
Lampa,ValleGrande,3,2.0,55.0,79.0,2.0,Grupo Premium Propiedades Santiago,85.42,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
Lampa,CondominioValleverde//CaíqueColin,3,2.0,53.0,87.0,1.0,Propital,89.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
PuenteAlto,LuisMatteLarraín,4,2.0,85.0,128.0,3.0,Houm,140.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Melipilla,CentrodeMelipilla,5,4.0,310.0,1758.0,9.0,Nexxos,569.44,7,4.8,alto,325,223.2,alto,615,422.4,alto,113,77.6,medio,451,309.8,medio,31,21.3,medio,Surponiente
PadreHurtado,Lagunadelsol.CondominioLosVelerosII,4,3.0,140.0,260.0,3.0,Easyprop,219.95,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
LasCondes,Elremanso,8,7.0,300.0,954.0,3.0,Unne,1028.55,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Peñalolén,Quebradademacul7900condominioAmapolas,5,3.0,125.0,270.0,2.0,Propital,355.9,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LasCondes,SebastianElCanoconManuelBarrios,3,2.0,79.0,119.0,1.0,Propital,243.97,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,EyzaguirreconHolanda,4,1.0,92.0,286.0,2.0,Propital,164.71,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Peñalolén,Avconsistorialconelvalle,4,3.0,142.0,277.0,2.0,Propital,391.49,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PadreHurtado,Sanignacio,2,3.0,69.0,157.0,2.0,Easyprop,129.0,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Ñuñoa,mattaoriente563,3,3.0,170.0,280.0,2.0,Unne,387.93,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
Talagante,Talagante,3,2.0,77.0,90.0,2.0,Easyprop,68.19,1,1.2,medio,199,237.4,crítico,446,532.1,crítico,104,124.1,medio,206,245.8,medio,14,16.7,medio,Surponiente
LaFlorida,WalkerMartinez-GertrudisEcheñique,5,3.0,148.0,241.0,3.0,Propital,306.07,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Talagante,Volcan,2,1.0,45.0,110.0,2.0,Propital,78.0,1,1.2,medio,199,237.4,crítico,446,532.1,crítico,104,124.1,medio,206,245.8,medio,14,16.7,medio,Surponiente
Colina,LaHacienda//Chicureo//LaLaguna,5,3.0,341.0,1099.0,2.0,Propital,731.98,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
PuenteAlto,LosMayas889,2,1.0,43.0,80.0,1.0,Propiedades De Luca,70.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Quilicura,DeLaCollera0181,3,1.0,57.0,178.0,2.0,Propiedades De Luca,144.53,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PuenteAlto,cincoponiente607,2,1.0,90.0,190.0,2.0,Arsen Propiedades,135.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,SalvadorAllende0515,3,3.0,192.0,220.0,2.0,Arsen Propiedades,266.92,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
SanBernardo,Todoslossantosi,3,2.0,80.0,87.0,2.0,Propital,65.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
SanBernardo,TodoslosSantos,3,1.0,48.0,68.0,3.0,Propital,50.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LaFlorida,Altomacul,4,4.0,127.0,370.0,2.0,Vivaqui Propiedades,320.31,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Maipú,HospitalElCarmen,4,3.0,171.0,207.0,3.0,Propital,215.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaFlorida,CaminodelPaisaje/BostonCollege,4,2.0,140.0,401.0,2.0,Propital,380.81,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PuenteAlto,EstaciónSierraNevada/VillaEstacionesFerroviarias/PuenteAlto,4,2.0,87.0,90.0,1.0,Unne,66.91,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaCisterna,FuenzalidaUrrejola,5,3.0,168.0,230.0,2.0,Houm,160.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
Colina,PiedraRoja,5,5.0,245.0,700.0,2.0,Vivaqui Propiedades,672.65,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaPintana,ReydonFelipe/Av.LoMartínez,4,1.0,94.0,128.0,1.0,Procasa Adrián Ulloa Propiedades,67.0,13,6.9,alto,210,110.9,medio,365,192.8,bajo,294,155.3,medio,1155,610.1,alto,53,28.0,alto,Sur
PuenteAlto,LosCorraleros,4,3.0,114.0,500.0,2.0,Easyprop,235.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,LaMontura7512,3,2.0,94.0,283.0,2.0,Easyprop,227.38,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Providencia,ManuelCruzatVicuña/LuisThayerOjeda,5,4.0,213.0,462.0,4.0,Sucursal El Bosque Sur,669.09,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LasCondes,mataquito,3,4.0,176.0,297.0,2.0,Unne,494.7,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,Pieandino,6,5.0,278.0,1009.0,2.0,Cruz Balmaceda,943.14,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Condominio/golfdemanquehue,4,3.0,314.0,808.0,3.0,Francisco Vial Propiedades,1210.06,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LaFlorida,Av.SanJosédelaEstrella1155,3,1.0,83.0,168.0,1.0,Recio Gestión Inmobiliaria Ltda,193.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Vitacura,Preciosacasa!!granoportunidad!!excelenteestado!!,5,6.0,370.0,700.0,2.0,Easyprop,1064.14,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Lampa,LosHalcones1545,3,2.0,80.0,222.0,2.0,Cesar Galaz,165.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
LoBarnechea,CaminodelHuinganal/PieAndino,4,3.0,160.0,335.0,2.0,Easyprop,461.96,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Recoleta,VendoAmpliacasa1piso/3Dormitorios/ElSalto,3,1.0,90.0,200.0,2.0,Easyprop,145.0,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
LaReina,Calatayud,3,2.0,190.0,485.0,3.0,Unne,519.61,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
PuenteAlto,DarioSalasDiaz/EjércitoLibertador,3,1.0,55.0,80.0,2.0,Easyprop,78.51,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,Elsilo,3,1.0,140.0,85.0,1.0,Easyprop,105.1,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaPintana,Madrid,4,3.0,119.0,99.0,1.0,Easyprop,78.94,13,6.9,alto,210,110.9,medio,365,192.8,bajo,294,155.3,medio,1155,610.1,alto,53,28.0,alto,Sur
PuenteAlto,IntercomunalSanFrancisco,4,2.0,134.0,205.0,1.0,Easyprop,154.53,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
SanBernardo,Colbún,3,1.0,66.0,78.0,1.0,Easyprop,91.57,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Lampa,LaRioja2886,4,3.0,106.0,183.0,2.0,Vivanco Propiedades,177.95,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
SanBernardo,Ministeripascual,3,2.0,50.0,122.0,2.0,Grupo Premium Propiedades Santiago,110.86,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Lampa,ValleGrande,3,3.0,103.0,220.0,2.0,Mi Llave,177.95,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
PuenteAlto,CerroLaPirámide,5,2.0,47.0,80.0,2.0,Houm,93.5,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Peñalolén,Antupiren,5,4.0,180.0,219.0,2.0,Unne,300.74,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Talagante,Extraordinariaoportunidadentalagante,3,2.0,73.0,78.0,1.0,Movahome Corredores Integrados,86.45,1,1.2,medio,199,237.4,crítico,446,532.1,crítico,104,124.1,medio,206,245.8,medio,14,16.7,medio,Surponiente
PuenteAlto,CaboBoquerón1589,3,1.0,58.0,105.0,1.0,Unne,90.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Quilicura,PuenteNuevo,3,3.0,106.0,140.0,2.0,Houm,202.51,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Pudahuel,TransversalUno803-923,3,3.0,100.0,210.0,2.0,Easyprop,295.4,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Peñaflor,Sta.Adriana1810,2,2.0,44.0,128.0,1.0,Unne,95.74,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
Peñaflor,Peñaflor,8,6.0,354.0,5300.0,3.0,Akasa propiedades,513.92,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
Peñalolén,LosPresidentes/AlvaroCasanova,4,4.0,192.0,510.0,4.0,Nexxos,569.44,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Buin,SimónGuerra,3,1.0,60.0,200.0,3.0,Nexxos,80.79,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Huechuraba,CaminoLosFresnos,3,1.0,129.0,263.0,2.0,Nexxos,274.04,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
EstaciónCentral,JotabecheentrepasajecaletaCobijayHogardeCristo,3,1.0,120.0,340.0,5.0,Nexxos,250.91,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Recoleta,CalleValdivieso,3,1.0,120.0,259.0,1.0,Partners & Advisers Propiedades,220.0,20,10.2,crítico,173,88.6,bajo,508,260.3,medio,416,213.1,alto,2438,1249.1,crítico,53,27.2,alto,Norte
Colina,SantaElenaEcourbe,3,3.0,139.0,470.0,2.0,Partners & Advisers Propiedades,373.7,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LoBarnechea,GolfLomasdeLaDehesa,3,5.0,209.0,1232.0,6.0,Nexxos,943.14,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Buin,BuinconAltoJahuel,3,2.0,62.0,189.0,3.0,Oyarce reyes,120.65,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Providencia,EliodoroYañez/AntonioVaras,5,7.0,372.0,522.0,6.0,Nexxos,953.81,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
PuenteAlto,LosCastañosconAvCamiloEnriquez,4,3.0,90.0,220.0,2.0,Easyprop,202.86,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaReina,EntreQuimchamalíyLauraRodríguez,4,3.0,180.0,180.0,1.0,Propital,213.18,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Ñuñoa,GeneralGorostiaga/Pucará,4,3.0,198.0,427.0,3.0,Unne,568.73,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
Peñaflor,Peñaflor,3,3.0,90.0,140.0,1.0,Gescor Propiedades -Expertos Agentes Inmobiliarios,150.0,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
Quilicura,quilicura,3,3.0,70.0,84.0,1.0,Todo Propiedades,85.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LasCondes,CercanoRotondaAtenascallesinteriores,4,2.0,136.0,308.0,4.0,Todo Propiedades,523.14,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Maipú,SeVendeCasacercanaalaAvda.LumenenMaipu,4,1.0,100.0,72.0,1.0,Mi Llave,78.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaFlorida,SeVendeCasacercanaalaAvda.SantaRaquel,2,1.0,72.0,60.0,1.0,Mi Llave,68.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PadreHurtado,VillaLaCapilla/PedroCanisio/PadreHurtado,3,3.0,90.0,180.0,3.0,Unne,174.04,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Peñaflor,SevendeampliacasaenPeñaflor.,4,3.0,139.0,231.0,3.0,Easyprop,189.8,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
SanJoaquín,CampusSanJoaquin,4,1.0,81.0,180.0,2.0,Propital,128.0,11,10.6,crítico,147,141.7,medio,322,310.5,medio,217,209.2,alto,597,575.7,alto,18,17.4,medio,Sur
Pirque,Espectacularcasaenventa,5,5.0,315.0,5037.0,10.0,Nexxos,601.47,1,3.1,medio,49,154.2,medio,78,245.4,medio,7,22.0,bajo,37,116.4,bajo,6,18.9,medio,Suroriente
Colina,CondominioLosCandiles/PadreSergioCorrea,3,3.0,160.0,650.0,6.0,Mi Llave,526.73,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Quilicura,Casaenventa4d/3b/3estac/2bod.,3,3.0,117.0,192.0,3.0,Movahome Corredores Integrados,218.88,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Maipú,Av.Cristoredentor/esdras,3,3.0,80.0,123.0,3.0,Propiedades Centro Santiago SPA,118.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,chamisero,4,3.0,170.0,400.0,2.0,Unne,497.55,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
CaleradeTango,Eltanguito,3,3.0,190.0,5000.0,13.0,Unne,355.9,1,3.4,medio,76,257.9,crítico,138,468.3,alto,21,71.3,bajo,122,414.0,medio,6,20.4,medio,Suroriente
ElBosque,YC51509GranAvJoseMiguelCarrera/Rossini,3,4.0,257.0,280.0,4.0,Propiedades Centro Santiago SPA,250.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
LaFlorida,Elponcho,6,5.0,155.0,175.0,3.0,Unne,192.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LasCondes,SanRamón-QuebradaHonda,6,3.0,185.0,396.0,2.0,Sucursal Cantagallo,711.8,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,PasajeParqueCentral//Av.ParquedelEste,4,3.0,116.0,209.0,2.0,Unne,199.3,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Renca,Avvicuñamackena,2,2.0,66.0,101.0,1.0,Movahome Corredores Integrados,141.54,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
LasCondes,ElDirector/LasMalvas,3,2.0,140.0,290.0,2.0,Nexxos,575.49,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Peñalolén,CaminoElPuntual2900,4,4.0,200.0,570.0,2.0,Unne,480.46,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PuenteAlto,SantaRosaconCaminoElMariscal,3,1.0,60.0,92.0,1.0,Unne,69.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Santiago,YC51182Av.Portugal/Sta.Isabel,4,2.0,230.0,148.0,4.0,Propiedades Centro Santiago SPA,280.0,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
Peñalolén,CamiloMori/Tobalaba,3,3.0,88.0,240.0,3.0,Jorge Pablo Caro Propiedades,220.0,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Buin,CalleMartilleroGonzaloRosendePoniente,3,3.0,140.0,200.0,3.0,Houm,193.5,10,8.8,crítico,278,243.8,crítico,682,598.1,crítico,173,151.7,medio,385,337.6,medio,39,34.2,crítico,Sur
Conchalí,Campanario,2,1.0,129.0,299.0,3.0,Nexxos,156.6,7,5.0,alto,155,111.8,medio,296,213.5,bajo,275,198.4,alto,1125,811.5,alto,28,20.2,medio,Norte
Peñalolén,Vaihu-LasParcelas,3,1.0,84.0,66.0,1.0,Mi Llave,90.0,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Renca,Lapunta,3,2.0,67.0,140.0,2.0,Houm,113.89,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
LasCondes,Entrepadrehurtadoylosdominicos,7,5.0,280.0,662.0,2.0,Mi Llave,957.37,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Maipú,Yc59807elolimpo/avsur,4,2.0,180.0,205.0,1.0,Propiedades Centro Santiago SPA,177.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,Losmaitenes,3,3.0,145.0,450.0,3.0,Mi Llave,402.17,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
PuenteAlto,Casaenventaenpuentealto,3,1.0,78.0,90.0,1.0,Movahome Corredores Integrados,70.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,Losroblesoriente,3,3.0,117.0,285.0,5.0,Grupo Premium Propiedades Santiago,258.03,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LaReina,EliecerParadapasajesinsalida/Fco.Bilbao,4,3.0,194.0,301.0,1.0,Propiedades Ricardo Vial y Cia. Ltda.,480.46,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Colina,CasadePiedra/SantaFilomena,4,3.0,130.0,430.0,2.0,Unne,313.19,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Renca,O'Higgins1355,6,2.0,160.0,350.0,1.0,Mi Llave,161.58,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
SanBernardo,YC57169AutopistaCentral/Eucaliptus,3,2.0,70.0,280.0,1.0,Propiedades Centro Santiago SPA,180.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Maipú,Maipú,4,3.0,171.0,207.0,3.0,Inmobiliaria Probienes,215.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
SanBernardo,VentadeCasaFranciscoAntonioEncinaNorte,5,1.0,83.0,108.0,1.0,Grupo Premium Propiedades Santiago,86.73,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LasCondes,CercanoaMetroManquehue,3,3.0,118.0,118.0,1.0,Mujer Inmobiliaria,298.96,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Roncesvalle/Manquehue,4,4.0,210.0,500.0,6.0,Mi Llave,640.62,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,Sectorvillalospeumosyc-59586/marte,4,2.0,110.0,120.0,3.0,Propiedades Centro Santiago SPA,95.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LoBarnechea,loslitres,6,6.0,200.0,700.0,2.0,Unne,996.52,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
SanBernardo,BomberoVictorSilvaYC55509/SantaMarta,4,1.0,82.0,72.0,1.0,Propiedades Centro Santiago SPA,57.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LaFlorida,WalkerMartinez/Palena,4,2.0,140.0,205.0,1.0,Procasa Adrián Ulloa Propiedades,210.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LoEspejo,Vientesur/managua,2,2.0,54.0,54.0,1.0,Propiedades Centro Santiago SPA,65.0,9,8.8,crítico,139,135.6,medio,220,214.6,medio,197,192.1,alto,900,877.8,crítico,20,19.5,medio,Sur
LoBarnechea,GolfLomasdelaDehesa,5,5.0,345.0,1050.0,3.0,Unne,996.52,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Colina,CondominioValleNogales,3,3.0,158.0,360.0,3.0,Mi Llave,391.45,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
PuenteAlto,PasajeQuimper,3,2.0,60.0,125.0,2.0,Houm,115.67,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Colina,PasajelaQuebradaNorte,5,4.0,168.0,619.0,4.0,Unne,494.7,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaFlorida,Ventacasadospisosaltomacullaflorida,5,3.0,250.0,615.0,3.0,Movahome Corredores Integrados,450.57,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LaFlorida,Santalnés/JardínAlto,3,3.0,108.0,174.0,2.0,Finhabit,259.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Providencia,Tegualdac/lautaro,4,3.0,140.0,160.0,2.0,Unne,482.24,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Ñuñoa,Avjosepedroalessandri,4,2.0,165.0,165.0,1.0,Foix Realty 100,280.0,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
