Dorms,Baths,Built Area,Total Area,Parking,Sector,Price_CLP_MM
5,3.0,1100.0,220.0,3.0,Surponiente,498.26
6,5.0,480.0,5200.0,12.0,Suroriente,619.27
4,4.0,170.0,274.0,4.0,Suroriente,455.55
4,3.0,232.0,1016.0,2.0,Nororiente,413.2
5,3.0,210.0,390.0,4.0,Nororiente,462.67
4,2.0,120.0,250.0,2.0,Norte,160.0
4,4.0,121.0,177.0,2.0,Suroriente,266.57
6,6.0,350.0,4500.0,8.0,Norte,708.24
5,3.0,250.0,240.0,1.0,Centro,290.0
2,1.0,70.0,300.0,4.0,Suroriente,179.0
10,3.0,345.0,412.0,1.0,Nororiente,600.0
4,4.0,876.0,5490.0,4.0,Nororiente,1138.88
3,2.0,129.0,462.0,3.0,Norponiente,223.86
6,4.0,305.0,815.0,4.0,Nororiente,708.24
5,3.0,90.0,140.0,2.0,Sur,111.65
3,3.0,130.0,330.0,3.0,Suroriente,377.25
3,3.0,130.0,350.0,2.0,Norte,319.95
3,1.0,104.0,180.0,2.0,Sur,108.99
5,3.0,160.0,194.0,3.0,Suroriente,174.99
4,3.0,262.0,550.0,2.0,Norte,740.27
3,3.0,150.0,380.0,1.0,Nororiente,407.51
3,2.0,78.0,168.0,2.0,Surponiente,128.12
4,4.0,261.0,706.0,6.0,Nororiente,1028.55
5,3.0,125.0,225.0,4.0,Suroriente,284.72
3,2.0,74.0,144.0,2.0,Sur,180.0
8,4.0,360.0,561.0,1.0,Nororiente,605.03
6,6.0,199.0,354.0,3.0,Surponiente,316.75
4,2.0,150.0,190.0,1.0,Nororiente,306.07
5,3.0,318.0,318.0,4.0,Norte,363.02
3,3.0,95.0,178.0,1.0,Suroriente,163.71
5,5.0,172.0,231.0,3.0,Suroriente,366.58
6,2.0,565.0,5160.0,20.0,Suroriente,765.18
4,3.0,120.0,210.0,2.0,Surponiente,248.77
3,2.0,70.0,98.0,2.0,Suroriente,101.43
3,3.0,160.0,420.0,3.0,Norte,412.84
4,4.0,120.0,240.0,2.0,Nororiente,508.94
3,3.0,140.0,1100.0,3.0,Surponiente,242.01
2,1.0,66.0,81.0,1.0,Suroriente,72.0
3,3.0,120.0,300.0,3.0,Sur,146.5
3,3.0,119.0,270.0,2.0,Nororiente,391.49
3,2.0,110.0,55.0,1.0,Surponiente,78.0
3,3.0,90.0,160.0,1.0,Suroriente,177.95
3,2.0,70.0,160.0,3.0,Suroriente,147.31
3,3.0,140.0,400.0,3.0,Norte,462.67
5,3.0,200.0,264.0,1.0,Suroriente,316.75
5,2.0,110.0,132.0,3.0,Surponiente,180.0
3,2.0,70.0,150.0,2.0,Surponiente,115.63
5,4.0,200.0,625.0,2.0,Suroriente,640.62
4,4.0,140.0,240.0,3.0,Norte,305.01
3,4.0,100.0,180.0,2.0,Surponiente,177.95
3,2.0,100.0,100.0,2.0,Suroriente,107.0
3,3.0,95.0,160.0,2.0,Surponiente,159.12
4,3.0,147.0,397.0,4.0,Norte,281.16
2,2.0,170.0,221.0,2.0,Nororiente,355.9
4,2.0,80.0,100.0,1.0,Sur,112.11
3,3.0,100.0,101.0,1.0,Surponiente,160.0
5,3.0,157.0,352.0,4.0,Nororiente,532.07
3,3.0,120.0,163.0,2.0,Norte,206.42
3,2.0,108.0,279.0,2.0,Norte,127.77
4,2.0,135.0,296.0,1.0,Norte,132.75
3,1.0,95.0,95.0,1.0,Sur,65.0
4,3.0,350.0,129.0,2.0,Nororiente,605.03
5,3.0,250.0,678000.0,4.0,Nororiente,800.78
9,6.0,300.0,1300.0,6.0,Nororiente,836.97
3,2.0,130.0,200.0,1.0,Suroriente,231.34
4,5.0,180.0,216.0,2.0,Nororiente,530.29
3,3.0,90.0,160.0,3.0,Surponiente,188.63
3,1.0,60.0,43.0,2.0,Sur,56.91
5,5.0,190.0,631.0,3.0,Suroriente,466.23
5,3.0,160.0,160.0,3.0,Nororiente,462.67
4,4.0,260.0,694.0,4.0,Nororiente,847.04
2,1.0,60.0,200.0,2.0,Sur,110.0
4,5.0,290.0,870.0,5.0,Nororiente,907.54
2,1.0,120.0,538.0,4.0,Sur,350.0
7,7.0,420.0,865.0,3.0,Nororiente,1561.97
4,4.0,200.0,350.0,2.0,Suroriente,383.48
8,2.0,258.0,236.0,3.0,Norponiente,169.48
3,2.0,68.0,120.0,3.0,Norponiente,149.48
5,3.0,146.0,180.0,2.0,Surponiente,190.0
5,4.0,200.0,400.0,2.0,Nororiente,546.31
4,2.0,100.0,392.0,5.0,Nororiente,569.44
5,5.0,280.0,436.0,4.0,Nororiente,775.86
4,2.0,134.0,128.0,1.0,Suroriente,91.11
7,11.0,676.0,947.0,4.0,Nororiente,1601.55
5,4.0,340.0,5000.0,13.0,Surponiente,373.7
3,3.0,116.0,180.0,2.0,Norte,248.77
6,6.0,292.0,5000.0,2.0,Norte,1334.62
3,2.0,150.0,300.0,1.0,Suroriente,266.57
3,2.0,100.0,60.0,1.0,Sur,63.0
4,5.0,240.0,350.0,3.0,Nororiente,700.77
5,3.0,149.0,300.0,1.0,Norte,230.0
4,3.0,90.0,122.0,2.0,Sur,142.36
3,2.0,90.0,120.0,2.0,Sur,125.0
3,2.0,101.0,180.0,3.0,Surponiente,156.6
3,3.0,100.0,218.0,2.0,Sur,199.3
4,7.0,650.0,3000.0,2.0,Norte,1388.01
4,2.0,300.0,125.0,2.0,Sur,209.63
4,3.0,215.0,5000.0,12.0,Surponiente,338.1
5,4.0,140.0,342.0,2.0,Nororiente,565.88
5,3.0,163.0,497.0,4.0,Nororiente,516.05
4,3.0,93.0,175.0,1.0,Sur,127.77
3,1.0,54.0,79.0,1.0,Suroriente,74.9
4,2.0,160.0,110.0,2.0,Nororiente,260.0
4,3.0,103.0,109.0,2.0,Suroriente,115.0
3,3.0,170.0,280.0,1.0,Nororiente,384.37
4,2.0,98.0,98.0,1.0,Suroriente,78.0
4,2.0,135.0,120.0,2.0,Surponiente,127.0
5,2.0,198.0,624.0,4.0,Suroriente,462.67
6,5.0,347.0,1375.0,6.0,Nororiente,992.96
3,2.0,105.0,150.0,2.0,Norponiente,145.92
2,1.0,54.0,70.0,1.0,Norte,85.77
5,4.0,160.0,488.0,5.0,Norte,298.96
4,6.0,700.0,2300.0,10.0,Nororiente,1743.91
4,3.0,146.0,184.0,2.0,Nororiente,391.49
4,2.0,80.0,190.0,1.0,Centro,190.0
6,5.0,450.0,1409.0,5.0,Nororiente,1049.9
4,5.0,364.0,5000.0,2.0,Norte,718.92
4,4.0,160.0,300.0,4.0,Norponiente,330.99
3,3.0,88.0,120.0,2.0,Norte,145.0
3,3.0,84.0,121.0,2.0,Surponiente,135.0
5,4.0,298.0,735.0,4.0,Nororiente,1245.65
3,3.0,101.0,180.0,2.0,Norte,199.3
4,2.0,167.0,443.0,3.0,Sur,409.28
4,5.0,300.0,805.0,5.0,Norte,782.98
3,3.0,180.0,703.0,3.0,Nororiente,795.44
5,5.0,580.0,2000.0,1.0,Nororiente,1601.55
3,3.0,120.0,262.0,5.0,Suroriente,248.77
4,2.0,280.0,500.0,1.0,Sur,585.0
4,4.0,127.0,370.0,2.0,Suroriente,319.95
5,7.0,650.0,1600.0,6.0,Nororiente,1174.47
6,5.0,230.0,413.0,4.0,Suroriente,494.7
4,1.0,98.0,100.0,2.0,Norponiente,69.0
4,3.0,200.0,2800.0,1.0,Suroriente,530.29
7,7.0,358.0,500.0,5.0,Nororiente,925.34
4,3.0,139.0,162.0,3.0,Suroriente,180.0
6,6.0,368.0,1197.0,8.0,Nororiente,996.52
4,3.0,181.0,256.0,2.0,Suroriente,260.0
4,4.0,220.0,400.0,3.0,Norte,637.06
5,2.0,155.0,218.0,1.0,Surponiente,181.51
4,5.0,1040.0,320.0,4.0,Nororiente,907.54
4,3.0,123.0,264.0,3.0,Sur,263.37
3,3.0,140.0,332.0,4.0,Nororiente,540.97
4,4.0,140.0,190.0,2.0,Norte,266.92
3,3.0,104.0,159.0,2.0,Surponiente,209.98
4,1.0,90.0,130.0,1.0,Sur,92.0
3,2.0,86.0,96.0,2.0,Surponiente,119.58
6,6.0,368.0,1197.0,8.0,Nororiente,1206.5
4,2.0,160.0,180.0,3.0,Surponiente,140.0
4,2.0,128.0,124.0,1.0,Surponiente,98.99
4,1.0,90.0,105.0,2.0,Norte,95.0
3,1.0,90.0,141.0,2.0,Suroriente,115.0
6,7.0,850.0,5002.0,8.0,Norte,925.34
3,2.0,103.0,137.0,2.0,Norte,156.6
4,1.0,75.0,108.0,1.0,Sur,77.0
3,2.0,70.0,85.0,1.0,Surponiente,69.5
6,3.0,250.0,350.0,3.0,Nororiente,546.31
5,6.0,470.0,5000.0,12.0,Suroriente,562.32
6,4.0,190.0,280.0,2.0,Nororiente,533.85
5,2.0,140.0,140.0,1.0,Surponiente,87.0
4,3.0,190.0,390.0,2.0,Nororiente,612.15
7,2.0,201.0,212.0,2.0,Sur,250.02
5,3.0,103.0,184.0,1.0,Nororiente,338.1
3,3.0,82.0,170.0,2.0,Suroriente,140.0
2,1.0,69.0,75.0,2.0,Suroriente,78.8
4,4.0,260.0,694.0,4.0,Nororiente,836.36
13,13.0,350.0,350.0,6.0,Norte,338.1
4,5.0,182.0,495.0,4.0,Suroriente,427.08
4,2.0,110.0,150.0,1.0,Suroriente,160.0
4,3.0,110.0,300.0,2.0,Surponiente,249.13
3,2.0,70.0,183.0,2.0,Sur,167.27
3,3.0,160.0,500.0,3.0,Sur,212.97
5,4.0,162.0,92.0,1.0,Suroriente,142.0
3,3.0,82.0,173.0,2.0,Sur,170.83
3,3.0,76.0,129.0,3.0,Suroriente,128.12
2,2.0,48.0,97.0,2.0,Suroriente,69.61
3,2.0,154.0,154.0,1.0,Suroriente,123.99
4,2.0,190.0,1.0,4.0,Surponiente,155.0
3,2.0,60.0,80.0,2.0,Norte,76.0
3,1.0,52.0,100.0,1.0,Norte,82.0
3,2.0,140.0,1017.0,4.0,Suroriente,273.97
5,2.0,133.0,172.0,2.0,Nororiente,494.7
5,5.0,190.0,631.0,3.0,Suroriente,466.23
4,1.0,60.0,99.0,4.0,Norte,81.86
3,2.0,280.0,113.0,2.0,Nororiente,430.64
4,3.0,260.0,456.0,4.0,Norte,498.26
4,4.0,7000.0,441.0,6.0,Surponiente,459.11
3,2.0,103.0,177.0,1.0,Sur,198.95
4,3.0,137.0,200.0,1.0,Suroriente,248.42
3,1.0,5160.0,7022.0,1.0,Suroriente,85.0
5,3.0,192.0,304.0,2.0,Nororiente,480.46
2,1.0,116.0,140.0,2.0,Suroriente,125.0
5,5.0,231.0,438.0,4.0,Nororiente,637.06
2,2.0,108.0,271.0,2.0,Surponiente,177.88
4,3.0,113.0,390.0,4.0,Suroriente,355.9
5,4.0,450.0,2006.0,3.0,Nororiente,1174.47
4,2.0,105.0,220.0,1.0,Nororiente,380.81
4,4.0,355.0,1005.0,4.0,Nororiente,1295.48
3,2.0,144.0,5400.0,5.0,Surponiente,155.0
4,3.0,112.0,275.0,3.0,Suroriente,208.2
5,3.0,190.0,400.0,2.0,Nororiente,489.36
3,1.0,209.0,65.0,2.0,Sur,177.59
7,4.0,380.0,670.0,7.0,Nororiente,1014.32
4,3.0,180.0,600.0,1.0,Nororiente,569.44
3,1.0,79.0,210.0,1.0,Suroriente,149.48
4,1.0,79.0,100.0,2.0,Suroriente,112.07
4,3.0,390.0,860.0,15.0,Nororiente,1244.94
6,5.0,305.0,305.0,3.0,Norte,615.71
3,2.0,65.0,116.0,1.0,Sur,110.33
5,1.0,110.0,156.0,1.0,Centro,185.0
2,1.0,48.0,97.0,2.0,Suroriente,69.61
3,2.0,160.0,296.0,2.0,Nororiente,672.65
5,4.0,350.0,594.0,4.0,Nororiente,622.83
3,2.0,70.0,195.0,4.0,Sur,198.27
3,2.0,102.0,269.0,2.0,Surponiente,158.38
3,2.0,110.0,199.0,2.0,Suroriente,170.0
4,1.0,69.0,103.0,1.0,Surponiente,100.0
3,1.0,97.0,190.0,1.0,Norte,127.0
4,2.0,213.0,215.0,1.0,Norponiente,160.0
5,3.0,126.0,133.0,2.0,Sur,127.5
4,3.0,145.0,803.0,5.0,Nororiente,765.18
4,3.0,117.0,224.0,3.0,Suroriente,291.84
4,2.0,160.0,290.0,2.0,Suroriente,206.42
3,3.0,180.0,350.0,3.0,Suroriente,284.72
2,1.0,48.0,93.0,2.0,Suroriente,67.27
5,4.0,200.0,309.0,1.0,Nororiente,640.62
3,3.0,180.0,350.0,2.0,Suroriente,284.72
3,1.0,64.0,310.0,4.0,Nororiente,359.98
4,2.0,110.0,180.0,3.0,Norponiente,145.92
6,4.0,162.0,296.0,2.0,Nororiente,587.24
5,4.0,250.0,670.0,4.0,Suroriente,638.84
5,3.0,255.0,7800.0,17.0,Norte,567.66
7,3.0,190.0,190.0,2.0,Norte,119.99
3,3.0,85.0,130.0,2.0,Norte,215.32
4,3.0,177.0,286.0,2.0,Suroriente,377.25
4,4.0,176.0,495.0,2.0,Nororiente,672.65
4,2.0,125.0,116.0,2.0,Surponiente,135.0
3,3.0,240.0,240.0,2.0,Norte,149.12
4,3.0,390.0,860.0,20.0,Nororiente,1244.94
5,3.0,167.0,228.0,1.0,Nororiente,448.43
3,1.0,103.0,208.0,2.0,Sur,106.06
3,1.0,81.0,120.0,2.0,Norte,83.0
4,2.0,250.0,500.0,5.0,Nororiente,633.5
3,1.0,65.0,86.0,1.0,Surponiente,75.77
5,4.0,300.0,850.0,3.0,Suroriente,574.46
4,2.0,70.0,145.0,2.0,Surponiente,132.5
3,3.0,83.0,113.0,1.0,Suroriente,110.33
4,3.0,88.0,95.0,1.0,Norte,121.01
4,3.0,140.0,300.0,3.0,Nororiente,502.0
3,3.0,95.0,120.0,2.0,Norte,213.18
4,3.0,350.0,5000.0,2.0,Surponiente,480.46
4,2.0,87.0,194.0,2.0,Sur,154.82
3,2.0,88.0,187.0,2.0,Norte,200.0
4,2.0,190.0,300.0,2.0,Sur,375.69
4,2.0,120.0,245.0,2.0,Norte,206.42
5,4.0,227.0,717.0,1.0,Nororiente,818.57
5,3.0,153.0,173.0,3.0,Suroriente,199.0
5,4.0,355.0,157.0,4.0,Nororiente,453.77
4,2.0,87.0,90.0,1.0,Suroriente,68.0
3,1.0,72.0,112.0,1.0,Suroriente,80.0
3,3.0,140.0,928.0,1.0,Suroriente,295.0
3,2.0,82.0,495.0,1.0,Nororiente,503.78
5,4.0,312.0,523.0,3.0,Nororiente,782.98
3,3.0,215.0,170.0,2.0,Nororiente,355.54
7,9.0,650.0,10000.0,5.0,Sur,943.14
4,2.0,90.0,198.0,1.0,Sur,140.0
8,4.0,376.0,376.0,6.0,Nororiente,743.83
3,3.0,126.0,204.0,2.0,Nororiente,590.79
4,1.0,80.0,162.0,2.0,Surponiente,89.0
4,2.0,172.0,900.0,6.0,Surponiente,278.46
4,2.0,200.0,200.0,1.0,Sur,125.0
3,1.0,167.0,360.0,2.0,Nororiente,403.31
4,1.0,90.0,200.0,2.0,Nororiente,185.0
4,4.0,140.0,365.0,4.0,Suroriente,476.91
4,6.0,304.0,1070.0,11.0,Suroriente,647.74
4,3.0,139.0,280.0,3.0,Nororiente,389.71
3,2.0,180.0,180.0,3.0,Sur,149.12
2,2.0,102.0,103.0,2.0,Nororiente,266.92
3,3.0,120.0,140.0,1.0,Suroriente,177.95
6,4.0,200.0,500.0,4.0,Suroriente,551.64
4,3.0,85.0,155.0,3.0,Surponiente,140.51
1,4.0,510.0,440.0,2.0,Centro,480.46
3,2.0,110.0,780.0,3.0,Nororiente,747.39
9,4.0,240.0,627.0,5.0,Nororiente,960.93
1,2.0,90.0,90.0,2.0,Nororiente,348.43
4,1.0,73.0,132.0,1.0,Sur,99.65
2,1.0,45.0,66.0,1.0,Norte,72.0
6,2.0,56.0,100.0,1.0,Norte,68.0
4,5.0,325.0,1150.0,3.0,Nororiente,1245.65
5,2.0,108.0,117.0,2.0,Surponiente,145.0
5,3.0,139.0,200.0,2.0,Suroriente,256.25
6,4.0,173.0,330.0,3.0,Nororiente,473.35
4,3.0,150.0,350.0,2.0,Nororiente,462.67
4,4.0,264.0,759.0,2.0,Sur,401.1
4,3.0,140.0,170.0,1.0,Norte,177.95
4,3.0,114.0,693.0,6.0,Nororiente,559.9
3,2.0,120.0,120.0,2.0,Suroriente,186.85
4,3.0,164.0,225.0,2.0,Norte,316.4
3,2.0,220.0,450.0,4.0,Sur,450.0
3,3.0,140.0,400.0,2.0,Norte,345.22
4,3.0,154.0,542.0,1.0,Suroriente,455.55
4,3.0,121.0,266.0,2.0,Suroriente,288.28
11,5.0,268.0,480.0,1.0,Nororiente,610.37
3,1.0,86.0,165.0,3.0,Sur,149.9
4,3.0,184.0,200.0,2.0,Norponiente,115.0
4,4.0,150.0,300.0,1.0,Norponiente,348.78
3,1.0,80.0,70.0,1.0,Suroriente,68.0
5,3.0,163.0,175.0,1.0,Sur,205.0
3,2.0,88.0,119.0,1.0,Sur,94.74
4,3.0,184.0,385.0,2.0,Norte,380.46
4,2.0,108.0,58.0,3.0,Suroriente,160.0
8,2.0,229.0,1073.0,4.0,Nororiente,533.85
4,4.0,250.0,5004.0,11.0,Norte,667.31
2,1.0,101.0,101.0,3.0,Suroriente,85.0
4,2.0,5042.0,230.0,3.0,Surponiente,427.04
3,3.0,95.0,485.0,2.0,Norte,274.04
4,4.0,358.0,590.0,1.0,Nororiente,1463.46
4,3.0,100.0,144.0,1.0,Norte,206.78
4,2.0,140.0,326.0,3.0,Sur,282.94
5,1.0,1.0,180.0,1.0,Norponiente,90.0
6,5.0,193.0,491.0,4.0,Norte,569.44
8,4.0,274.0,610.0,5.0,Nororiente,1067.7
3,3.0,114.0,140.0,2.0,Norte,238.45
3,3.0,80.0,130.0,2.0,Surponiente,133.0
3,2.0,105.0,200.0,3.0,Sur,151.29
3,1.0,63.0,49.0,1.0,Sur,39.0
4,3.0,122.0,240.0,2.0,Sur,252.69
5,5.0,235.0,570.0,2.0,Suroriente,533.49
5,2.0,120.0,300.0,5.0,Suroriente,215.39
3,2.0,82.0,96.0,1.0,Suroriente,118.41
3,2.0,85.0,190.0,3.0,Sur,150.0
3,3.0,110.0,200.0,2.0,Norte,220.66
5,2.0,221.0,450.0,6.0,Sur,437.76
3,1.0,70.0,200.0,3.0,Suroriente,142.0
3,2.0,59.0,95.0,2.0,Surponiente,108.0
4,4.0,150.0,130.0,2.0,Surponiente,167.27
5,4.0,210.0,260.0,2.0,Nororiente,473.35
7,4.0,2000.0,2000.0,4.0,Centro,2847.2
6,6.0,1140.0,44000.0,13.0,Nororiente,1601.55
2,1.0,41.0,67.0,1.0,Suroriente,63.0
3,3.0,130.0,82.0,2.0,Norte,129.8
5,5.0,220.0,450.0,4.0,Nororiente,782.98
3,2.0,237.0,237.0,4.0,Sur,231.34
3,2.0,125.0,300.0,1.0,Sur,228.0
5,5.0,185.0,469.0,2.0,Suroriente,491.14
5,4.0,156.0,193.0,2.0,Nororiente,540.97
5,5.0,373.0,1180.0,6.0,Nororiente,889.75
2,1.0,41.0,41.0,4.0,Surponiente,78.44
4,4.0,140.0,205.0,2.0,Norte,284.36
4,2.0,200.0,110.0,1.0,Norte,135.99
5,2.0,90.0,50.0,1.0,Sur,67.0
4,5.0,247.0,556.0,4.0,Norte,658.42
2,1.0,112.0,120.0,1.0,Sur,117.45
3,3.0,120.0,400.0,2.0,Norte,354.12
3,2.0,102.0,75.0,1.0,Norte,85.42
3,2.0,84.0,126.0,2.0,Sur,112.54
4,2.0,120.0,190.0,3.0,Suroriente,127.23
3,3.0,128.0,300.0,2.0,Norte,220.3
2,1.0,100.0,120.0,1.0,Sur,87.0
4,2.0,90.0,155.0,1.0,Surponiente,120.0
4,1.0,70.0,98.0,3.0,Norte,76.0
6,3.0,156.0,162.0,1.0,Sur,125.0
3,2.0,66.0,171.0,2.0,Sur,174.39
5,8.0,518.0,1156.0,4.0,Nororiente,1313.27
4,3.0,130.0,220.0,2.0,Norponiente,245.57
6,5.0,270.0,315.0,2.0,Nororiente,604.67
6,4.0,300.0,600.0,3.0,Nororiente,711.44
2,3.0,325.0,294.0,2.0,Surponiente,355.9
4,4.0,140.0,240.0,3.0,Sur,427.08
3,1.0,42.0,60.0,1.0,Norte,75.74
3,2.0,144.0,253.0,2.0,Suroriente,272.26
3,2.0,64.0,80.0,1.0,Suroriente,80.0
3,3.0,150.0,245.0,3.0,Surponiente,307.5
3,3.0,74.0,114.0,2.0,Suroriente,111.22
6,2.0,152.0,280.0,3.0,Sur,302.52
3,2.0,130.0,225.0,4.0,Centro,330.99
4,2.0,59.0,180.0,2.0,Surponiente,177.95
3,2.0,95.0,197.0,4.0,Suroriente,216.81
3,1.0,150.0,200.0,1.0,Suroriente,100.0
3,2.0,143.0,405.0,5.0,Suroriente,250.0
4,3.0,240.0,500.0,2.0,Nororiente,1170.91
4,2.0,400.0,560.0,4.0,Nororiente,631.15
3,3.0,84.0,121.0,2.0,Surponiente,135.0
3,2.0,80.0,94.0,1.0,Surponiente,88.0
3,2.0,91.0,175.0,2.0,Suroriente,177.95
4,3.0,192.0,594.0,8.0,Nororiente,601.47
3,1.0,62.0,80.0,1.0,Norte,73.0
4,5.0,210.0,460.0,2.0,Suroriente,528.51
4,2.0,131.0,146.0,2.0,Sur,124.56
8,8.0,692.0,1979.0,7.0,Nororiente,1619.34
4,4.0,350.0,1250.0,2.0,Nororiente,925.34
5,2.0,120.0,90.0,2.0,Norte,177.95
3,1.0,117.0,328.0,4.0,Suroriente,255.89
3,2.0,330.0,330.0,3.0,Sur,284.36
4,4.0,100.0,250.0,4.0,Norte,804.33
3,2.0,70.0,70.0,1.0,Suroriente,88.98
4,2.0,200.0,500.0,1.0,Sur,427.08
5,4.0,392.0,962.0,3.0,Nororiente,1352.42
3,2.0,65.0,145.0,2.0,Norte,177.95
4,3.0,120.0,650.0,6.0,Sur,373.7
3,1.0,50.0,70.0,1.0,Norponiente,64.06
6,4.0,390.0,5200.0,8.0,Nororiente,1028.2
5,7.0,450.0,1800.0,5.0,Nororiente,957.37
5,5.0,207.0,400.0,3.0,Nororiente,708.24
4,3.0,130.0,351.0,2.0,Suroriente,391.13
3,3.0,96.0,121.0,1.0,Surponiente,138.0
3,1.0,89.0,120.0,1.0,Suroriente,110.0
3,3.0,100.0,140.0,2.0,Norte,198.95
8,4.0,206.0,1041.0,4.0,Norte,530.29
3,2.0,90.0,98.0,1.0,Suroriente,185.07
3,2.0,68.0,98.0,2.0,Sur,131.68
4,2.0,160.0,200.0,1.0,Nororiente,533.49
5,3.0,154.0,175.0,1.0,Norte,250.91
4,4.0,140.0,250.0,2.0,Norte,306.07
5,4.0,247.0,1500.0,5.0,Suroriente,729.6
4,3.0,143.0,176.0,3.0,Surponiente,195.74
6,4.0,228.0,812.0,3.0,Nororiente,853.8
7,4.0,192.0,418.0,3.0,Norte,497.9
4,2.0,100.0,130.0,3.0,Norte,179.9
3,3.0,134.0,248.0,2.0,Sur,159.0
3,3.0,95.0,210.0,2.0,Sur,189.16
3,2.0,160.0,400.0,2.0,Norte,355.9
4,1.0,80.0,70.0,1.0,Surponiente,68.0
4,1.0,100.0,150.0,3.0,Sur,85.0
5,4.0,149.0,450.0,3.0,Suroriente,355.9
2,1.0,92.0,1068.0,2.0,Surponiente,250.0
5,2.0,168.0,206.0,2.0,Sur,170.83
3,1.0,33.0,60.0,1.0,Sur,50.0
3,2.0,175.0,175.0,3.0,Suroriente,182.0
5,5.0,240.0,680.0,2.0,Nororiente,672.65
2,1.0,100.0,315.0,3.0,Sur,115.0
2,1.0,47.0,170.0,3.0,Surponiente,130.62
4,3.0,130.0,130.0,2.0,Norte,227.42
3,1.0,60.0,90.0,1.0,Suroriente,63.8
3,3.0,98.0,98.0,2.0,Norte,181.51
5,1.0,106.0,480.0,3.0,Suroriente,210.0
4,2.0,84.0,84.0,1.0,Norte,135.24
4,3.0,110.0,146.0,2.0,Suroriente,165.0
3,3.0,99.0,112.0,1.0,Suroriente,160.16
4,3.0,140.0,223.0,2.0,Suroriente,295.0
4,3.0,120.0,234.0,2.0,Suroriente,288.28
3,3.0,80.0,123.0,2.0,Surponiente,159.27
6,7.0,633.0,5050.0,7.0,Norte,1032.11
3,1.0,53.0,60.0,1.0,Suroriente,53.0
4,3.0,190.0,300.0,3.0,Nororiente,622.83
6,5.0,165.0,550.0,4.0,Norte,498.26
3,4.0,179.0,297.0,1.0,Suroriente,444.88
5,2.0,151.0,166.0,1.0,Suroriente,271.52
3,2.0,73.0,157.0,2.0,Surponiente,110.33
2,2.0,239.0,239.0,2.0,Suroriente,155.0
6,2.0,133.0,138.0,2.0,Norte,83.0
4,2.0,50.0,80.0,1.0,Suroriente,77.0
2,2.0,80.0,90.0,1.0,Surponiente,81.93
2,3.0,202.0,580.0,2.0,Norte,658.06
3,1.0,69.0,100.0,1.0,Norte,78.0
3,1.0,80.0,80.0,1.0,Norte,52.0
6,5.0,350.0,10000.0,1.0,Suroriente,516.05
4,3.0,119.0,119.0,1.0,Norte,142.8
5,6.0,524.0,1362.0,4.0,Nororiente,1405.8
5,4.0,305.0,21000.0,10.0,Centro,651.3
2,1.0,39.0,155.0,1.0,Norponiente,57.5
3,3.0,146.0,361.0,4.0,Sur,260.98
6,4.0,320.0,620.0,4.0,Nororiente,710.73
4,2.0,142.0,98.0,2.0,Sur,64.0
3,2.0,76.0,76.0,1.0,Norte,131.68
12,5.0,477.0,578.0,2.0,Centro,817.18
4,1.0,90.0,387.0,3.0,Suroriente,119.0
4,4.0,150.0,480.0,2.0,Suroriente,471.57
4,3.0,115.0,115.0,2.0,Suroriente,155.0
3,1.0,147.0,300.0,1.0,Norponiente,164.78
3,2.0,72.0,100.0,2.0,Surponiente,55.0
3,3.0,115.0,130.0,2.0,Surponiente,180.0
3,1.0,65.0,70.0,2.0,Suroriente,58.0
4,2.0,114.0,70.0,1.0,Norponiente,82.0
4,3.0,118.0,169.0,2.0,Norte,290.06
3,2.0,90.0,200.0,2.0,Surponiente,105.0
4,2.0,65.0,90.0,1.0,Norte,92.53
3,1.0,82.0,160.0,1.0,Surponiente,145.92
3,2.0,288.0,288.0,1.0,Centro,300.0
5,3.0,140.0,100.0,1.0,Surponiente,210.0
3,3.0,123.0,200.0,3.0,Surponiente,253.0
3,2.0,55.0,80.0,2.0,Suroriente,81.0
2,1.0,90.0,500.0,3.0,Surponiente,137.0
4,1.0,173.0,1000.0,3.0,Suroriente,291.84
3,2.0,144.0,500.0,2.0,Suroriente,115.0
3,1.0,70.0,268.0,2.0,Nororiente,238.0
7,3.0,250.0,450.0,4.0,Nororiente,795.44
5,2.0,105.0,113.0,3.0,Suroriente,85.0
2,1.0,61.0,200.0,3.0,Surponiente,160.0
4,2.0,70.0,70.0,1.0,Suroriente,83.0
4,2.0,200.0,160.0,2.0,Sur,69.0
5,3.0,180.0,294.0,4.0,Surponiente,297.18
4,2.0,90.0,305.0,2.0,Norte,245.57
3,1.0,73.0,78.0,1.0,Suroriente,87.0
2,2.0,67.0,130.0,1.0,Sur,97.52
3,1.0,51.0,130.0,2.0,Norte,100.0
3,3.0,110.0,224.0,2.0,Nororiente,462.67
4,2.0,120.0,145.0,1.0,Norte,98.0
3,3.0,105.0,182.0,2.0,Norte,170.83
3,3.0,90.0,160.0,1.0,Surponiente,157.38
5,4.0,180.0,320.0,3.0,Nororiente,533.85
5,3.0,200.0,260.0,5.0,Suroriente,200.0
7,4.0,216.0,326.0,2.0,Nororiente,489.36
4,3.0,140.0,300.0,2.0,Nororiente,596.13
4,2.0,125.0,75.0,1.0,Suroriente,100.0
2,1.0,40.0,78.0,2.0,Suroriente,58.0
6,5.0,207.0,468.0,2.0,Norte,508.94
5,3.0,160.0,300.0,4.0,Surponiente,295.4
3,1.0,78.0,66.0,1.0,Suroriente,73.74
